rank,name,panel,bucket,in_collectible_base,net_worth_usd,net_worth_usd_7pct,trre_usd,wealth_in_tax_base_usd,wealth_in_tax_base_usd_7pct,face_tax_5pct,source_of_wealth,forbes_asset_class,public_wealth,private_other_wealth,other_real_estate,base_treatment,removal_reason
135,Tom Ford,domestic,ambiguous,True,2200000000.0,2354000000.0,38750000.0,2161250000.0,2312537500.0,115626875.0,"Tom Ford brand sold, diversified",OTHER,,,38750000.0,in_base,Departure signals that do not meet the threshold for confirmed departure; remains in the recognized base at q = 0.50 (Section 4.4)
136,Max Levchin,domestic,stayer_base,True,2200000000.0,2354000000.0,13992786.0,2186007214.0,2339027718.98,116951385.949,Affirm (AFRM),PUBLIC,,,13992786.0,in_base,
137,Irving Grousbeck,domestic,stayer_base,True,2200000000.0,2354000000.0,13992786.0,2186007214.0,2339027718.98,116951385.949,"Boston Celtics/Stanford, diversified",OTHER,,,13992786.0,in_base,
138,James Scapa,domestic,stayer_base,True,2200000000.0,2354000000.0,30000000.0,2170000000.0,2321900000.0,116095000.0,Altair Engineering (ALTR),PUBLIC,,,30000000.0,in_base,
139,Surya Midha,domestic,stayer_base,True,2200000000.0,2354000000.0,13992786.0,2186007214.0,2339027718.98,116951385.949,Unknown/unclear,OTHER,,,13992786.0,in_base,
140,Brendan Foody,domestic,stayer_base,True,2200000000.0,2354000000.0,13992786.0,2186007214.0,2339027718.98,116951385.949,Unknown/unclear,OTHER,,,13992786.0,in_base,
141,Adarsh Hiremath,domestic,stayer_base,True,2200000000.0,2354000000.0,13992786.0,2186007214.0,2339027718.98,116951385.949,Unknown/unclear,OTHER,,,13992786.0,in_base,
142,Sarah MacMillan,domestic,stayer_base,True,2100000000.0,2247000000.0,13356750.0,2086643250.0,2232708277.5,111635413.875,Cargill family (private ag),VCPE,,,13356750.0,in_base,
143,Jon Winkelried,domestic,stayer_base,True,2100000000.0,2247000000.0,5512000.0,2094488000.0,2241102160.0,112055108.0,TPG Inc. (TPG),PUBLIC,,,5512000.0,in_base,
144,Richard Saghian,domestic,stayer_base,True,2100000000.0,2247000000.0,141000000.0,1959000000.0,2096130000.0,104806500.0,Fashion Nova (private),VCPE,,,141000000.0,in_base,
145,Alec Gores,domestic,stayer_base,True,2100000000.0,2247000000.0,17000000.0,2083000000.0,2228810000.0,111440500.0,The Gores Group (private PE),VCPE,,,17000000.0,in_base,
146,Walter Wang,domestic,stayer_base,True,2000000000.0,2140000000.0,34000000.0,1966000000.0,2103620000.0,105181000.0,JM Eagle,VCPE,,,34000000.0,in_base,
147,Patrick Hanrahan,domestic,stayer_base,True,2000000000.0,2140000000.0,7322885.0,1992677115.0,2132164513.05,106608225.6525,"Pixar exit (Disney stock/cash), div.",OTHER,,,7322885.0,in_base,
148,Tom Werner,domestic,ambiguous,True,2000000000.0,2140000000.0,12720714.0,1987279286.0,2126388836.02,106319441.801,"Sports/media (Red Sox, Liverpool)",OTHER,,,12720714.0,in_base,Departure signals that do not meet the threshold for confirmed departure; remains in the recognized base at q = 0.50 (Section 4.4)
149,Thomas Steyer,domestic,stayer_base,True,2000000000.0,2140000000.0,12720714.0,1987279286.0,2126388836.02,106319441.801,Farallon Capital (private hedge fund),OTHER,,,12720714.0,in_base,
150,Bobby Murphy,domestic,stayer_base,True,2000000000.0,2140000000.0,12720714.0,1987279286.0,2126388836.02,106319441.801,Snap Inc. (SNAP),PUBLIC,,,12720714.0,in_base,
151,Dylan Field,domestic,stayer_base,True,2000000000.0,2140000000.0,12720714.0,1987279286.0,2126388836.02,106319441.801,"Figma (private, post-Adobe deal fail)",VCPE,,,12720714.0,in_base,
152,Sam Altman,domestic,stayer_base,True,1900000000.0,2033000000.0,27000000.0,1873000000.0,2004110000.0,100205500.0,OpenAI (private AI),VCPE,,,27000000.0,in_base,
153,Geoffrey Palmer,domestic,stayer_base,True,1900000000.0,2033000000.0,12084679.0,1887915321.0,2020069393.47,101003469.6735,Palmer real estate (private),VCPE,,,12084679.0,in_base,
154,Evan Williams,domestic,stayer_base,True,1900000000.0,2033000000.0,12084679.0,1887915321.0,2020069393.47,101003469.6735,"Twitter/Medium exits, diversified",OTHER,,,12084679.0,in_base,
155,Riaz Valani,domestic,ambiguous,True,1900000000.0,2033000000.0,110000000.0,1790000000.0,1915300000.0,95765000.0,"Global Asset Capital, unclear",OTHER,,,110000000.0,in_base,Departure signals that do not meet the threshold for confirmed departure; remains in the recognized base at q = 0.50 (Section 4.4)
156,Marc Andreessen,domestic,stayer_base,True,1900000000.0,2033000000.0,177000000.0,1723000000.0,1843610000.0,92180500.0,Andreessen Horowitz / a16z (VC),VCPE,,,177000000.0,in_base,
157,Kim Kardashian,domestic,stayer_base,True,1800000000.0,1926000000.0,60000000.0,1740000000.0,1861800000.0,93090000.0,SKIMS (private),VCPE,,,60000000.0,in_base,
158,Mark Attanasio,domestic,stayer_base,True,1800000000.0,1926000000.0,11448643.0,1788551357.0,1913749951.99,95687497.5995,Crescent Capital (private credit/PE),VCPE,,,11448643.0,in_base,
159,Andy Fang,domestic,stayer_base,True,1700000000.0,1819000000.0,10812607.0,1689187393.0,1807430510.51,90371525.5255,DoorDash (DASH),PUBLIC,,,10812607.0,in_base,
160,Robert Fisher,domestic,stayer_base,True,1700000000.0,1819000000.0,10812607.0,1689187393.0,1807430510.51,90371525.5255,Gap Inc. (GPS),PUBLIC,,,10812607.0,in_base,
161,Gary Michelson,domestic,stayer_base,True,1700000000.0,1819000000.0,23900000.0,1676100000.0,1793427000.0,89671350.0,"Medical patents, diversified",OTHER,,,23900000.0,in_base,
162,William Fisher,domestic,stayer_base,True,1700000000.0,1819000000.0,10812607.0,1689187393.0,1807430510.51,90371525.5255,Gap Inc. (GPS),PUBLIC,,,10812607.0,in_base,
163,Paul Sciarra,domestic,stayer_base,True,1700000000.0,1819000000.0,10812607.0,1689187393.0,1807430510.51,90371525.5255,Pinterest (PINS),PUBLIC,,,10812607.0,in_base,
164,Nicholas Pritzker,domestic,stayer_base,True,1600000000.0,1712000000.0,10176571.0,1589823429.0,1701111069.03,85055553.4515,"Pritzker family, diversified",OTHER,,,10176571.0,in_base,
165,Edward Glazer,domestic,stayer_base,True,1600000000.0,1712000000.0,10176571.0,1589823429.0,1701111069.03,85055553.4515,"Tampa Bay Buccaneers, RE, diversified",OTHER,,,10176571.0,in_base,
166,Bill Gross,domestic,stayer_base,True,1600000000.0,1712000000.0,35820000.0,1564180000.0,1673672600.0,83683630.0,"PIMCO founder, diversified financial",OTHER,,,35820000.0,in_base,
167,Art Levinson,domestic,stayer_base,True,1600000000.0,1712000000.0,10176571.0,1589823429.0,1701111069.03,85055553.4515,"Genentech/Apple board, diversified",OTHER,,,10176571.0,in_base,
168,Kevin Marchetti,domestic,stayer_base,True,1600000000.0,1712000000.0,10176571.0,1589823429.0,1701111069.03,85055553.4515,Unknown/unclear,OTHER,,,10176571.0,in_base,
169,Jeffrey Gundlach,domestic,stayer_base,True,1600000000.0,1712000000.0,15000000.0,1585000000.0,1695950000.0,84797500.0,DoubleLine Capital (private),VCPE,,,15000000.0,in_base,
170,Sue Gross,domestic,stayer_base,True,1600000000.0,1712000000.0,8030000.0,1591970000.0,1703407900.0,85170395.0,"PIMCO divorce proceeds, diversified",OTHER,,,8030000.0,in_base,
171,Michael Cagney,domestic,stayer_base,True,1600000000.0,1712000000.0,10961462.0,1589038538.0,1700271235.66,85013561.783,Figure / SoFi private fintech,VCPE,,,10961462.0,in_base,
172,Charles Liang,domestic,stayer_base,True,1600000000.0,1712000000.0,10176571.0,1589823429.0,1701111069.03,85055553.4515,Super Micro Computer (SMCI),PUBLIC,,,10176571.0,in_base,
173,Benoit Dageville,domestic,stayer_base,True,1600000000.0,1712000000.0,10176571.0,1589823429.0,1701111069.03,85055553.4515,Snowflake (SNOW),PUBLIC,,,10176571.0,in_base,
174,Doris Fisher,domestic,stayer_base,True,1500000000.0,1605000000.0,15398401.0,1484601599.0,1588523710.93,79426185.54650001,Gap Inc. (GPS),PUBLIC,,,15398401.0,in_base,
175,Steven Tisch,domestic,stayer_base,True,1500000000.0,1605000000.0,15713764.0,1484286236.0,1588186272.52,79409313.626,"Entertainment/media, diversified",OTHER,,,15713764.0,in_base,
176,Peter Guber,domestic,stayer_base,True,1500000000.0,1605000000.0,9540536.0,1490459464.0,1594791626.48,79739581.324,"Sports/entertainment, diversified",OTHER,,,9540536.0,in_base,
177,Ben Silbermann,domestic,stayer_base,True,1500000000.0,1605000000.0,6016000.0,1493984000.0,1598562880.0,79928144.0,Pinterest (PINS),PUBLIC,,,6016000.0,in_base,
178,Nikil Viswanathan,domestic,stayer_base,True,1500000000.0,1605000000.0,9540536.0,1490459464.0,1594791626.48,79739581.324,Alchemy (private web3/crypto infra),VCPE,,,9540536.0,in_base,
179,Joe Lau,domestic,stayer_base,True,1500000000.0,1605000000.0,9540536.0,1490459464.0,1594791626.48,79739581.324,Unknown/unclear,OTHER,,,9540536.0,in_base,
180,Mike Speiser,domestic,stayer_base,True,1500000000.0,1605000000.0,9540536.0,1490459464.0,1594791626.48,79739581.324,Sutter Hill Ventures (VC),VCPE,,,9540536.0,in_base,
181,Sundar Pichai,domestic,stayer_base,True,1500000000.0,1605000000.0,8195833.0,1491804167.0,1596230458.69,79811522.93450001,Google/Alphabet (GOOGL) CEO shares,PUBLIC,,,8195833.0,in_base,
182,Michael Teel,domestic,stayer_base,True,1500000000.0,1605000000.0,9540536.0,1490459464.0,1594791626.48,79739581.324,Raley's (private grocery chain),VCPE,,,9540536.0,in_base,
183,Magic Johnson,domestic,stayer_base,True,1400000000.0,1498000000.0,19420738.0,1380579262.0,1477219810.34,73860990.517,"Magic Johnson Enterprises, diversified",OTHER,,,19420738.0,in_base,
184,George Marcus,domestic,stayer_base,True,1400000000.0,1498000000.0,7271292.0,1392728708.0,1490219717.56,74510985.878,Marcus & Millichap (MMI),PUBLIC,,,7271292.0,in_base,
185,Mark Pincus,domestic,stayer_base,True,1400000000.0,1498000000.0,8904500.0,1391095500.0,1488472185.0,74423609.25,Zynga/Take-Two + diversified,OTHER,,,8904500.0,in_base,
186,Lucy Guo,domestic,stayer_base,True,1400000000.0,1498000000.0,29500000.0,1370500000.0,1466435000.0,73321750.0,Scale AI + Backend Capital (VC),VCPE,,,29500000.0,in_base,
187,Brett Adcock,domestic,stayer_base,True,1400000000.0,1498000000.0,8904500.0,1391095500.0,1488472185.0,74423609.25,Archer Aviation (ACHR),PUBLIC,,,8904500.0,in_base,
188,Nikesh Arora,domestic,stayer_base,True,1400000000.0,1498000000.0,8904500.0,1391095500.0,1488472185.0,74423609.25,Palo Alto Networks (PANW),PUBLIC,,,8904500.0,in_base,
189,Thierry Cruanes,domestic,stayer_base,True,1300000000.0,1391000000.0,2648000.0,1297352000.0,1388166640.0,69408332.0,Snowflake (SNOW),PUBLIC,,,2648000.0,in_base,
190,Sanjay Gajendra,domestic,stayer_base,True,1300000000.0,1391000000.0,8089000.0,1291911000.0,1382344770.0,69117238.5,Unknown/unclear,OTHER,,,8089000.0,in_base,
191,Jitendra Mohan,domestic,stayer_base,True,1300000000.0,1391000000.0,14634965.0,1285365035.0,1375340587.45,68767029.3725,Unknown/unclear,OTHER,,,14634965.0,in_base,
192,Frederic Luddy,domestic,stayer_base,True,1300000000.0,1391000000.0,13000000.0,1287000000.0,1377090000.0,68854500.0,ServiceNow (NOW),PUBLIC,,,13000000.0,in_base,
193,Marissa Mayer,domestic,stayer_base,True,1300000000.0,1391000000.0,35000000.0,1265000000.0,1353550000.0,67677500.0,"Yahoo/Altaba dissolved, diversified",OTHER,,,35000000.0,in_base,
194,Richard Kayne,domestic,stayer_base,True,1300000000.0,1391000000.0,8268464.0,1291731536.0,1382152743.52,69107637.176,Kayne Anderson (private investments),VCPE,,,8268464.0,in_base,
195,JoeBen Bevirt,domestic,stayer_base,True,1300000000.0,1391000000.0,8268464.0,1291731536.0,1382152743.52,69107637.176,Joby Aviation (JOBY),PUBLIC,,,8268464.0,in_base,
196,Shyam Sankar,domestic,ambiguous,True,1300000000.0,1391000000.0,6797000.0,1293203000.0,1383727210.0,69186360.5,Palantir (PLTR) CTO shares,PUBLIC,,,6797000.0,in_base,Departure signals that do not meet the threshold for confirmed departure; remains in the recognized base at q = 0.50 (Section 4.4)
197,LeBron James,domestic,stayer_base,True,1300000000.0,1391000000.0,70000000.0,1230000000.0,1316100000.0,65805000.0,Entertainment/sports/SpringHill,OTHER,,,70000000.0,in_base,
198,Aman Sanger,domestic,stayer_base,True,1300000000.0,1391000000.0,8268464.0,1291731536.0,1382152743.52,69107637.176,Unknown/unclear,OTHER,,,8268464.0,in_base,
199,Michael Truell,domestic,stayer_base,True,1300000000.0,1391000000.0,8268464.0,1291731536.0,1382152743.52,69107637.176,Anysphere/Cursor (private AI),VCPE,,,8268464.0,in_base,
200,Steve Huffman,domestic,stayer_base,True,1200000000.0,1284000000.0,7632429.0,1192367571.0,1275833300.97,63791665.0485,Reddit (RDDT),PUBLIC,,,7632429.0,in_base,
201,Stanley Tang,domestic,stayer_base,True,1200000000.0,1284000000.0,7632429.0,1192367571.0,1275833300.97,63791665.0485,DoorDash (DASH),PUBLIC,,,7632429.0,in_base,
202,Donald Friese,domestic,stayer_base,True,1200000000.0,1284000000.0,5413302.0,1194586698.0,1278207766.86,63910388.342999995,Unknown/unclear,OTHER,,,5413302.0,in_base,
203,Jean-Marc Chapus,domestic,stayer_base,True,1200000000.0,1284000000.0,27995000.0,1172005000.0,1254045350.0,62702267.5,Canyon Partners (private credit HF),OTHER,,,27995000.0,in_base,
204,Arnold Schwarzenegger,domestic,stayer_base,True,1100000000.0,1177000000.0,10887000.0,1089113000.0,1165350910.0,58267545.5,"Entertainment/real estate, diversified",OTHER,,,10887000.0,in_base,
205,Theresia Gouw,domestic,stayer_base,True,1100000000.0,1177000000.0,13122419.0,1086877581.0,1162959011.67,58147950.583500005,Acrew Capital (VC),VCPE,,,13122419.0,in_base,
206,Chi Fung Cheng,domestic,stayer_base,True,1100000000.0,1177000000.0,6996393.0,1093003607.0,1169513859.49,58475692.9745,Unknown/unclear,OTHER,,,6996393.0,in_base,
207,Jeff Lawson,domestic,stayer_base,True,1100000000.0,1177000000.0,6996393.0,1093003607.0,1169513859.49,58475692.9745,Twilio (TWLO),PUBLIC,,,6996393.0,in_base,
208,Joe Kiani,domestic,stayer_base,True,1100000000.0,1177000000.0,28090701.0,1071909299.0,1146942949.93,57347147.49650001,Masimo (MASI),PUBLIC,,,28090701.0,in_base,
209,Evan Wallace,domestic,stayer_base,True,1000000000.0,1070000000.0,6360357.0,993639643.0,1063194418.01,53159720.9005,"Figma (private, post-Adobe deal fail)",VCPE,,,6360357.0,in_base,
210,Tom Preston-Werner,domestic,stayer_base,True,1000000000.0,1070000000.0,6360357.0,993639643.0,1063194418.01,53159720.9005,"GitHub exit (MSFT), diversified",OTHER,,,6360357.0,in_base,
211,Trae Stephens,domestic,stayer_base,True,1000000000.0,1070000000.0,6360357.0,993639643.0,1063194418.01,53159720.9005,Anduril + Founders Fund (VC/PE),VCPE,,,6360357.0,in_base,
212,David Sacks,domestic,removed_departed,False,2000000000.0,2140000000.0,12752600.0,1987247400.0,2126354718.0,106317735.9,YOLO Holdings / AI VC investments,VCPE,,,12752600.0,moving_pre_snapshot,Confirmed departure between the Oct 2025 filing and the Jan 1 2026 residency snapshot (Section 4.3)
1,Andreas Von Bechtolsheim,international,international,False,27700000000.0,29639000000.0,176181889.0,27523818111.0,29450485378.77,1472524268.9385002,Arista Network (ANET) ,PUBLIC,,,176181889.0,international,Non-U.S. citizen; excluded from the collectible base (Section 3.5)
2,David Cheriton,international,international,False,21800000000.0,23326000000.0,10000000.0,21790000000.0,23315300000.0,1165765000.0,Arista Network (ANET) ,PUBLIC,,,10000000.0,international,Non-U.S. citizen; excluded from the collectible base (Section 3.5)
3,Charles Schwab,international,international,False,13400000000.0,14338000000.0,71850000.0,13328150000.0,14261120500.0,713056025.0,The Charles Schwab Corporation (SCHW) | Local Bounti Corporation (LOCL),PUBLIC,,,71850000.0,international,Non-U.S. citizen; excluded from the collectible base (Section 3.5)
4,John Collison,international,international,False,10100000000.0,10807000000.0,27000000.0,10073000000.0,10778110000.0,538905500.0,Stripe (private),VCPE,,,27000000.0,international,Non-U.S. citizen; excluded from the collectible base (Section 3.5)
5,Patrick Collison,international,international,False,10100000000.0,10807000000.0,4500000.0,10095500000.0,10802185000.0,540109250.0,Stripe (private),VCPE,,,4500000.0,international,Non-U.S. citizen; excluded from the collectible base (Section 3.5)
6,Rocco Basilico,international,international,False,8100000000.0,8667000000.0,51518892.0,8048481108.0,8611874785.560001,430593739.2780001,EssilorLuxottica via 12.5% of Delfin holding (inherited),PUBLIC,,,51518892.0,international,Non-U.S. citizen; excluded from the collectible base (Section 3.5)
7,Yuri Milner,international,international,False,6900000000.0,7383000000.0,100000000.0,6800000000.0,7276000000.0,363800000.0,DST Global (VC),VCPE,,,100000000.0,international,Non-U.S. citizen; excluded from the collectible base (Section 3.5)
8,Garrett Camp,international,international,False,5400000000.0,5778000000.0,72500000.0,5327500000.0,5700425000.0,285021250.0,"Uber Technologies, Inc. (UBER)",PUBLIC,,,72500000.0,international,Non-U.S. citizen; excluded from the collectible base (Section 3.5)
9,Ali Ghodsi,international,international,False,4300000000.0,4601000000.0,27349535.0,4272650465.0,4571735997.55,228586799.87750003,Databricks (private) - cofounder & CEO,VCPE,,,27349535.0,international,Non-U.S. citizen; excluded from the collectible base (Section 3.5)
11,Hilton Schlosberg,international,international,False,3500000000.0,3745000000.0,22261250.0,3477738750.0,3721180462.5,186059023.125,Monster Beverage Corporation (MNST),PUBLIC,,,22261250.0,international,Non-U.S. citizen; excluded from the collectible base (Section 3.5)
13,Ion Stoica,international,international,False,2500000000.0,2675000000.0,15900892.0,2484099108.0,2657986045.56,132899302.278,Databricks (private) - cofounder & exec chairman | Anyscale | Conviva,VCPE,,,15900892.0,international,Non-U.S. citizen; excluded from the collectible base (Section 3.5)
14,Matei Zaharia,international,international,False,2500000000.0,2675000000.0,15900892.0,2484099108.0,2657986045.56,132899302.278,Databricks (private) - cofounder & CTO,VCPE,,,15900892.0,international,Non-U.S. citizen; excluded from the collectible base (Section 3.5)
10,Christopher Olah,international,international,False,3700000000.0,3959000000.0,23533321.0,3676466679.0,3933819346.53,196690967.32650003,Anthropic (private) - cofounder,VCPE,,,23533321.0,international,Non-U.S. citizen; excluded from the collectible base (Section 3.5)
12,James Packer,international,international,False,3400000000.0,3638000000.0,110000000.0,3290000000.0,3520300000.0,176015000.0,Flutter Entertainment (FLUT) | Spotify (SPOT) | Light & Wonder (LNW) < taken off US stock market,OTHER,,,110000000.0,international,Non-U.S. citizen; excluded from the collectible base (Section 3.5)
15,Chen Tei Fu,international,international,False,2400000000.0,2568000000.0,15264857.0,2384735143.0,2551666603.01,127583330.15050001,Sunrider International (private herbal products/MLM),VCPE,,,15264857.0,international,Non-U.S. citizen; excluded from the collectible base (Section 3.5)
16,Michelle Zatlyn,international,international,False,2300000000.0,2461000000.0,14628821.0,2285371179.0,2445347161.53,122267358.07650001,"Cloudflare, Inc. (NET)",PUBLIC,,,14628821.0,international,Non-U.S. citizen; excluded from the collectible base (Section 3.5)
17,Oren Zeev,international,international,False,2000000000.0,2140000000.0000002,12720714.0,1987279286.0,2126388836.0200002,106319441.80100001,Zeev Ventures (solo VC),VCPE,,,12720714.0,international,Non-U.S. citizen; excluded from the collectible base (Section 3.5)
18,Alex Shevchenko,international,international,False,1900000000.0,2033000000.0,12084678.0,1887915322.0,2020069394.5400002,101003469.72700001,Grammarly / Superhuman (private),VCPE,,,12084678.0,international,Non-U.S. citizen; excluded from the collectible base (Section 3.5)
19,Max Lytvyn,international,international,False,1900000000.0,2033000000.0,12084678.0,1887915322.0,2020069394.5400002,101003469.72700001,Grammarly / Superhuman (private),VCPE,,,12084678.0,international,Non-U.S. citizen; excluded from the collectible base (Section 3.5)
21,Ivan Zhao,international,international,False,1700000000.0,1819000000.0,10812607.0,1689187393.0,1807430510.51,90371525.5255,Notion (private),VCPE,,,10812607.0,international,Non-U.S. citizen; excluded from the collectible base (Section 3.5)
20,Pantas Sutardja,international,international,False,1800000000.0,1926000000.0,11448643.0,1788551357.0,1913749951.99,95687497.5995,Marvell cofounder (left 2014); Credo Technology (CRDO) ~3.4%,PUBLIC,,,11448643.0,international,Non-U.S. citizen; excluded from the collectible base (Section 3.5)
23,Tianqiao Chen,international,international,False,1400000000.0,1498000000.0,25000000.0,1375000000.0,1471250000.0,73562500.0,Shanda Group (family office; Shanda Interactive founder),OTHER,,,25000000.0,international,Non-U.S. citizen; excluded from the collectible base (Section 3.5)
24,Arvid Lunnemark,international,international,False,1300000000.0,1391000000.0,8268464.0,1291731536.0,1382152743.52,69107637.176,Anysphere / Cursor (private),VCPE,,,8268464.0,international,Non-U.S. citizen; excluded from the collectible base (Section 3.5)
25,Sualeh Asif,international,international,False,1300000000.0,1391000000.0,8268464.0,1291731536.0,1382152743.52,69107637.176,Anysphere / Cursor (private),VCPE,,,8268464.0,international,Non-U.S. citizen; excluded from the collectible base (Section 3.5)
26,Apoorva Mehta,international,international,False,1300000000.0,1391000000.0,8268464.0,1291731536.0,1382152743.52,69107637.176,Instacart (CART),PUBLIC,,,8268464.0,international,Non-U.S. citizen; excluded from the collectible base (Section 3.5)
22,Dick Wolf,international,international,False,1500000000.0,1605000000.0,30000000.0,1470000000.0,1572900000.0,78645000.0,Wolf Entertainment - Law & Order / Chicago / FBI TV franchises,OTHER,,,30000000.0,international,Non-U.S. citizen; excluded from the collectible base (Section 3.5)
27,Sytse Sid Sijbrandij,international,international,False,1100000000.0,1177000000.0,6996393.0,1093003607.0,1169513859.49,58475692.9745,GitLab Inc. (GTLB),PUBLIC,,,6996393.0,international,Non-U.S. citizen; excluded from the collectible base (Section 3.5)
28,Rihanna,international,international,False,1000000000.0,1070000000.0000001,62000000.0,938000000.0,1003660000.0,50183000.0,Fenty Beauty (co-owned with LVMH) | Savage X Fenty (~28%) | music,VCPE,,,62000000.0,international,Non-U.S. citizen; excluded from the collectible base (Section 3.5)
